"dataset","AA_estimate","A0_estimate","A1_estimate","AA_se","A0_se","A1_se","dataset.1","AA_estimate.1","A0_estimate.1","A1_estimate.1","AA_se.1","A0_se.1","A1_se.1"
2,0.196038834843531,0.150034138099416,0.216492409062094,0.13636891719384,0.115516780859009,0.0737170368644978,3,0.19250059999005,0.131207975104715,0.276441408463854,0.101980293271711,0.0606092140972781,0.0821564198472613
2,0.203145462157428,0.143140848656443,0.233319233533873,0.158306155231206,0.138299671409038,0.078252483835524,3,0.19680690646385,0.13127456321604,0.285526120828754,0.102356001316652,0.0532479293042505,0.0877243122109991
2,0.194519723770142,0.123614306990396,0.231990149706542,0.174924868911176,0.15923984027143,0.0738468729421648,3,0.203347938305799,0.136252995201966,0.288747752402428,0.105868172166865,0.067018779729011,0.0821820706316573
2,0.185545300163807,0.125376021083912,0.221497710929393,0.120472357033765,0.0998954366073809,0.0686889935290528,3,0.19383935843462,0.132945316387684,0.278799257139836,0.104639821883883,0.0666708227106426,0.0806841191631309
2,0.202768213942975,0.130643324388772,0.235321955773702,0.159494694712899,0.13695049877495,0.0829934487396671,3,0.202532541691142,0.137716321995398,0.287454586722472,0.103394336722952,0.069686068363529,0.0766839107563769
2,0.187388717379068,0.131395509051127,0.220571572205899,0.174519382800423,0.154272338646938,0.0827749049448176,3,0.205390294504246,0.13585076452757,0.289518180483801,0.116304804278024,0.0724642396810625,0.0916001903681558
2,0.199996077111886,0.129399906646018,0.240711895832661,0.167448657453878,0.146632706505168,0.0825600985994348,3,0.201794310230783,0.121636354790564,0.292832441799394,0.100049022063544,0.0567789697950913,0.0829141967962368
2,0.183957378767589,0.132264246763955,0.215854872472611,0.122060457786847,0.100350131581686,0.0706495857244848,3,0.197754439495899,0.130763433884585,0.282372054795541,0.0942021139244997,0.0577037745587678,0.0747091060888973
2,0.181657704010797,0.143522918387174,0.219585704012414,0.111471344165143,0.0816945220317384,0.0766372882231811,3,0.203517877949372,0.134905800888415,0.286608309504686,0.099230432981419,0.0571544695510237,0.0811859108566703
2,0.19350991818362,0.135433061887433,0.224242921068103,0.151277722742262,0.12958494313138,0.0791577563858372,3,0.196997450024696,0.134931121808573,0.289005981138301,0.100757282780596,0.0545204789575423,0.0846873081661725
2,0.196957505055088,0.143760649634913,0.224247630907243,0.172081489371779,0.156660834902597,0.0725188575644772,3,0.197261596613628,0.133508648277602,0.283057123950936,0.103818503838077,0.0562343961816388,0.0872961212013284
2,0.193528268785781,0.137313858202989,0.218167723874806,0.138601002246114,0.119253832497152,0.0716649887480037,3,0.204744572226447,0.135889457191716,0.297308211627641,0.107581581120952,0.0638754976872662,0.0863151663261524
2,0.19331446542427,0.142001127032112,0.224262699503954,0.127378229215935,0.105380525635465,0.0729140795481192,3,0.193564014427382,0.132926009470899,0.277428500778509,0.0987258891722291,0.0561194367820607,0.0815962457935435
2,0.19974206508217,0.130119063438849,0.23765703513705,0.181473380278237,0.163325289095898,0.0804198807643614,3,0.191765100956005,0.130913108683016,0.276797773604104,0.100895004058685,0.0612804139987366,0.0804158051574429
2,0.197592719107517,0.156440427531083,0.233920396256272,0.157525609010994,0.125045627837189,0.0967866138506673,3,0.195637935841304,0.134980734174063,0.280558749150645,0.102785128902983,0.0595861695357924,0.084171646124544
2,0.179967454039019,0.122136693337563,0.227704764475487,0.218339200702387,0.187713624771573,0.11207217972,3,0.197152256933646,0.131448680894796,0.277722384972388,0.108822506906042,0.0658392708180406,0.086804926999292
2,0.190054011128722,0.140601199177707,0.222692446925728,0.169316291579275,0.150080596786932,0.0796432825285416,3,0.20235674646132,0.134331634769029,0.289746954559695,0.110441346145462,0.0740960403347741,0.0819978990491522
2,0.196594441736789,0.136209912338445,0.236097003959605,0.163165449225164,0.144043574147047,0.078156574430357,3,0.199873609338445,0.132164856135501,0.285366869077537,0.0951895547292019,0.0565480362532635,0.0765587545061757
2,0.171145288687776,0.119893317300928,0.210302071034873,0.309923796042126,0.261193461159784,0.166012652719252,3,0.203325915641646,0.136550102675369,0.289732165043934,0.108747063834872,0.0651963235082866,0.0868861457216333
2,0.19181790054126,0.125693619196594,0.234690919222859,0.190087826707189,0.159768930481013,0.104194854553759,3,0.207395216144922,0.133741142892085,0.305152185136703,0.109358573221022,0.0577634124018254,0.0926903404971223
2,0.194070185185235,0.146541167457182,0.218059122432266,0.187820602144091,0.172641279880267,0.0748010526175337,3,0.19660140515452,0.132974450141502,0.287420309468028,0.107514705954672,0.0654825018689509,0.0854754525456103
2,0.199967979079494,0.139435708264905,0.234637375180923,0.174424985357073,0.151810693626881,0.087271987747311,3,0.20250330570033,0.128773245124257,0.281880341536763,0.106100623801055,0.0624290784794052,0.085957040237882
2,0.194224831273703,0.137590730959394,0.222912871685753,0.173094834518967,0.155027103613821,0.0783174232099637,3,0.191077845879089,0.128840431431101,0.285734416387073,0.102626158286887,0.0619989603305782,0.0818589417991151
2,0.184263159586731,0.119490940811526,0.224496894115437,0.17204722561513,0.144611370944535,0.0945030924283183,3,0.203283248278859,0.136531025945708,0.286835494383144,0.0995373999417974,0.064348167355962,0.0763678228573977
2,0.194615895656311,0.135491988266404,0.237296770532217,0.207063696868436,0.184380860861311,0.0949115238978267,3,0.202992630911362,0.1293901753291,0.292253407832071,0.108422006360631,0.0597245709153654,0.0903800348812321
2,0.194298732954247,0.132495987050418,0.240773660124589,0.141763527689131,0.116599501585416,0.0819438090719997,3,0.199344976970444,0.129076116537886,0.294656771895718,0.101241343945366,0.0591249251667813,0.082301812849387
2,0.197058530684723,0.136219508027315,0.230629193634573,0.136246218761067,0.111654962204673,0.0794341400631146,3,0.196944860770294,0.128345656651055,0.283038432924682,0.0998682271485209,0.0572178298313081,0.0816331383582798
2,0.20396713000429,0.139948695983492,0.240059107691569,0.208176469343755,0.185077744101184,0.0962074600931068,3,0.20385380516404,0.141165486322358,0.294530011350001,0.101488597047456,0.0570986322372034,0.0835363221316472
2,0.195423403489902,0.132111080355391,0.238112716412554,0.141575695801186,0.121499086383853,0.0741035274358249,3,0.199659888350128,0.131833448515614,0.288686365773071,0.105408891832567,0.0590370434299903,0.0872779305428487
2,0.197356487537501,0.140136289062695,0.230512589966523,0.165275482913962,0.147714629519993,0.0754956317063642,3,0.195612709841757,0.13273668732488,0.287242295566212,0.115866501274775,0.063450396617738,0.0965485064340533
2,0.204923705029766,0.134461504878493,0.241156059826386,0.138018292048056,0.114639632943405,0.0783111563458814,3,0.194067786689055,0.128765300855015,0.284954137989037,0.101329976748863,0.0657074185933528,0.0775850472526433
2,0.194352015087864,0.131178293514103,0.227731884601996,0.200249053240668,0.17163685758111,0.103917063754113,3,0.204459779224729,0.138617323285584,0.291177986950123,0.109727323900339,0.0604375882584977,0.0914717957256548
2,0.197657132824616,0.130098929651662,0.234755463011503,0.168232041807811,0.149531881849071,0.0782003228307574,3,0.194966452991148,0.130163321662444,0.283392035891817,0.118037818858245,0.0581463066635903,0.102976554143154
2,0.185683685337432,0.122147400346585,0.221629592171191,0.173898816726967,0.158949367011382,0.0721214489783356,3,0.200576784987421,0.136425679491654,0.289433570881522,0.0926583272870117,0.0543951833534718,0.0750821679709283
2,0.185687752989554,0.123943001871166,0.219846996791446,0.162838837579885,0.142103759947377,0.0807652665073938,3,0.195964559198789,0.13371127598172,0.288388164492985,0.103229248762571,0.0562110578645806,0.0869701786352725
2,0.190744889919891,0.132643164378081,0.215080141481264,0.201843923136008,0.184056397097973,0.0839305364826362,3,0.201093601025865,0.134163751245419,0.281672632509458,0.0995085900619275,0.0543965287552637,0.0835007513470835
2,0.191172658081604,0.136228097315267,0.222093234108939,0.18659146412776,0.155129513018239,0.104709163378616,3,0.20311549993318,0.137489906945199,0.288098767083143,0.0993095894765372,0.0593113414627368,0.0796975301505469
2,0.174334519666639,0.134761925877335,0.209948158461477,0.128106286631508,0.100597701241702,0.08019829407323,3,0.207145402506263,0.139092223059383,0.302447320811499,0.107394257598897,0.0654774853118441,0.0848946080127358
2,0.19664726753831,0.153451528528135,0.225640001549345,0.192083588332154,0.162342040568615,0.103516864682195,3,0.196390345594353,0.133261770553767,0.285526499731607,0.108676802230315,0.0691809003173997,0.0839980719218257
2,0.194219306658652,0.141471662233375,0.226371581737636,0.139416593900939,0.120003701457801,0.0722469776603962,3,0.200899262718686,0.132191938471474,0.283945810668497,0.101917301365789,0.0606494425584723,0.0821331512912899
2,0.188436478024179,0.141547799276767,0.2241945938593,0.151162144938389,0.115128854144003,0.0989319273258072,3,0.201481386326666,0.134221196644919,0.286700456530092,0.100474369891285,0.0600606090895118,0.080357139575256
2,0.203244079064174,0.143281074777977,0.242473579364209,0.191671395490785,0.17591554366036,0.0776515792291264,3,0.193948657602036,0.128013136698186,0.283518345412279,0.103988881665026,0.0602403477062461,0.0849901270667111
2,0.208397362570694,0.137213375390396,0.243011499877259,0.176517779904714,0.157139347335935,0.0817502914859291,3,0.200628142440586,0.134520247760239,0.291151375325786,0.0965018184428976,0.0577913175288664,0.0771687705931221
2,0.185297019243603,0.127059687942819,0.222564412101456,0.139764037099922,0.123994701762322,0.0659338145539455,3,0.196877131276067,0.128459153846219,0.284642960759914,0.0989578659965915,0.0571361981408022,0.0807353250180652
2,0.205907253223167,0.135877428056941,0.238829312903949,0.201716722278432,0.188565928907858,0.0733284189938373,3,0.202748051270398,0.129629412241088,0.288980364378968,0.0998301483885843,0.060095856037817,0.0796768575404307
2,0.178064364722475,0.146061222948126,0.207931915647121,0.171934837863146,0.145717507220252,0.0921037466468958,3,0.196544483244133,0.130793383603788,0.289296429176439,0.104651450491078,0.0583689217091225,0.0874998483181655
2,0.177400909693131,0.117245703633311,0.221733069860909,0.174158027656565,0.123301379165381,0.124009945871165,3,0.204787075542758,0.134555093436672,0.295854414083986,0.0984585400885543,0.0558905868992562,0.0813920638344763
2,0.207944969046913,0.142512188881386,0.245243311442153,0.172479685835852,0.153524829136578,0.0802209952989944,3,0.201037089624386,0.141021708986915,0.29007057933319,0.100660618436908,0.0586682226212005,0.0818559467320357
2,0.18778904100184,0.132160587602131,0.224645259937574,0.24077704894627,0.202845016901105,0.129905145011875,3,0.195607142570251,0.135934670289139,0.280362939808765,0.0947805675200704,0.0588615201751462,0.0746873855474543
2,0.178265701094964,0.131194232749916,0.203742351008343,0.123474190926342,0.0971033752523317,0.0771941678457284,3,0.206595814343155,0.13512040336672,0.292947034486201,0.107675204248304,0.06654534325377,0.0847163271965287
2,0.19686111083014,0.123157534552247,0.236989215372772,0.188485568753812,0.164758003847865,0.0927860216173672,3,0.199852662876967,0.132054031543576,0.284061313246133,0.118134876971916,0.0751068429984437,0.0909150097640373
2,0.198502693332987,0.14003629696841,0.238996546399411,0.1666413444916,0.150655405381121,0.0727273154912644,3,0.198451978621244,0.133003730436049,0.27936810568711,0.103835477276278,0.0599457279694562,0.0850988079202279
2,0.210967777032218,0.139334800299949,0.258457634882393,0.226433970797265,0.202293794493955,0.103128658700653,3,0.199115882784477,0.133871246519307,0.284866471138537,0.0967965832820362,0.0576295155279463,0.0777021397935164
2,0.186476970964035,0.13634336063452,0.210581711848626,0.112852024624038,0.0845649844298443,0.0756948263101384,3,0.200161239178184,0.134322594663383,0.292684410373586,0.102832803091512,0.0639740751328537,0.0805063734275757
2,0.183414791677648,0.135698911611837,0.223647794125076,0.200257804948346,0.183210929720397,0.0818375184142934,3,0.19871163789456,0.131716930897361,0.283637239688142,0.102556745313214,0.062421049381481,0.0817086183825718
2,0.183881988737442,0.133311627177504,0.221436693053295,0.14422680160644,0.124771092274852,0.0736055880845609,3,0.198905931019555,0.134766711741579,0.289977212820778,0.11820167344964,0.076227448756113,0.090312161644112
2,0.214539996598973,0.146139373680702,0.253846578072049,0.179824959504222,0.164933249080641,0.0736357526069931,3,0.198798462973974,0.132933810846704,0.290925024947619,0.103460090431898,0.0570213149250682,0.0864308112772079
2,0.193981408667066,0.140306208922648,0.230320796745129,0.195179211543548,0.174395983579326,0.0882771742939022,3,0.196502487594438,0.131789824914452,0.288063126804128,0.0950946193087673,0.0500282864364203,0.0811191194656696
2,0.195316231043158,0.134591714750053,0.228798411266647,0.139432516459209,0.106236841578912,0.0914034307155074,3,0.19593251289782,0.134793110708773,0.282100699384751,0.0949017115953029,0.0578262277908331,0.075972215015205
2,0.196399756866248,0.133582810387173,0.226453237526327,0.181821070173163,0.165176078698218,0.0771359326361844,3,0.201366674856089,0.140352645109717,0.287839373625516,0.101621840876601,0.0650060628869868,0.078373839538972
2,0.193345105622742,0.141983917656308,0.229724153335545,0.133540361455095,0.0995622218029309,0.0902678698628298,3,0.197784889285331,0.134753253561957,0.287953710925929,0.101035769682251,0.060761408023881,0.0811721251567633
2,0.193277873159895,0.124641966121281,0.229607878881535,0.146805966304019,0.125921087804534,0.0771682153158065,3,0.203645599600103,0.133633607115747,0.285973964766133,0.103995671304759,0.0590521179855635,0.0858716836159082
2,0.170753029116728,0.124487551544106,0.2147714607251,0.150129813285801,0.123104329250153,0.0871112827891226,3,0.194045336056945,0.125735323859176,0.281281260713319,0.0981187702613525,0.0579105987793054,0.0792388950509219
2,0.19453115831245,0.135518682291128,0.231516434211491,0.172019636618953,0.152099201628443,0.0816728445087964,3,0.198482930357067,0.136927954594829,0.277633041076891,0.104804709404742,0.0634496929210374,0.083349985184588
2,0.18807188511417,0.15012987199687,0.21672860618744,0.114770814725719,0.087733600267128,0.0752869394830181,3,0.19694715362993,0.12915459218985,0.290712070355763,0.106658717815073,0.0644523858591929,0.0852965059830355
2,0.202141522241773,0.149858261329846,0.225128632046282,0.194345115956404,0.173818211976413,0.0879787432171841,3,0.192111700062707,0.131429555265782,0.283416958887106,0.102596436949845,0.0645954730361983,0.0794409288782816
2,0.169407066444575,0.126871221205135,0.217952138675585,0.105428522466128,0.0661596274180934,0.0831897498704184,3,0.193036879689139,0.133255692178675,0.272239427335352,0.096222019493135,0.0587051780430188,0.0762773593778096
2,0.196596631998382,0.128181837209344,0.243192299295151,0.170615319288285,0.155878426893237,0.0712617138376933,3,0.194736786260473,0.133630763415456,0.279929772343984,0.103177363716504,0.0670241749835,0.0783128438721001
