"AA_estimate","A0_estimate","A1_estimate","AA_se","A0_se","A1_se"
0.210698742218032,0.182370896082444,0.227601982438044,0.188158235744629,0.1652725076057,0.0893754707941097
0.234978263846015,0.187932907540438,0.255150190266668,0.132654460907749,0.0824686567542105,0.104114879160672
0.237789226846984,0.190590012683914,0.245171101002309,0.139764625402544,0.102195369030146,0.0957061232212903
0.237348602130115,0.190939294556332,0.248460921612189,0.121083387968573,0.0892038651235225,0.0826154022018911
0.235038707892017,0.196857315835782,0.255737757585805,0.126766547250658,0.0827671720767353,0.0960349542079698
0.223037685932728,0.203122507566529,0.225188575417697,0.139657918279831,0.10450267639302,0.0931894827557195
0.213261309688542,0.180336467077125,0.227534186289935,0.0978129777424649,0.0733086293750164,0.065654380328884
0.230343115682523,0.187905632751712,0.248830863065262,0.13504375817613,0.0891870314969067,0.101753729247352
0.218188776236917,0.203822819750722,0.216818103440943,0.122394614824961,0.0898710325746477,0.0835827083004014
0.226922681982119,0.197185139063922,0.246113496637253,0.112108590321169,0.0794258125199363,0.0797018810623401
0.216853011418737,0.187737577866933,0.226479957264571,0.136824843580627,0.100860919554537,0.0921372051554259
0.212699234902245,0.187347968306022,0.23009278340203,0.104128298992107,0.0813104879348839,0.0660167008478812
0.249829581829061,0.208186232540967,0.243761026722545,0.191061160552589,0.115576164540283,0.151269413723784
0.240586239561938,0.184708585699448,0.25236822741878,0.15209878136769,0.0918478371593612,0.121584450210427
0.22662542806053,0.197793865752133,0.231917330635873,0.13145658260711,0.0914032943594067,0.0946542397165119
0.226268737656695,0.200460325256458,0.236273738142922,0.141736941503402,0.101186739012584,0.0995173814116928
0.223264153227671,0.193296073579931,0.240645649977778,0.124276196556174,0.0876829022906671,0.0883221941710361
0.238650371518716,0.207341542716452,0.239633941124302,0.140031249025178,0.0933850096884568,0.104697605684363
0.257911567471195,0.218106232368089,0.257455935799106,0.168191517503702,0.0818532366823293,0.147146427088664
0.202600424015877,0.180842000484729,0.222711577194045,0.119663538813566,0.0990020903412568,0.0679611198149492
0.222897106861323,0.193163068116783,0.247007551700648,0.133211314902615,0.105583537417507,0.0820776962831942
0.246001093300984,0.195785767297779,0.255579141101616,0.172919406626533,0.0954957543007264,0.143854993901457
0.207121194240546,0.17937361661292,0.228924459008861,0.11935859780487,0.0801713096927871,0.0887081554159194
0.222525247793424,0.186424896486796,0.235974159393872,0.124123399902845,0.0913995291431449,0.0843580481801473
0.205019609236375,0.187182660045662,0.228160824476389,0.102688732452696,0.078143831593544,0.0675053553125293
0.228280241048801,0.192021352011703,0.239136888939219,0.123041384521541,0.0885803566560234,0.0856112621167926
0.230633524546417,0.185421786404437,0.242112739626246,0.123224153719734,0.0886452860832419,0.0860480956187191
0.266828290766845,0.219455597181265,0.253897033545906,0.190038392766844,0.117910817639733,0.148718593486886
0.23611417238344,0.195411311002353,0.245265239998557,0.151660718755678,0.0896287505548586,0.121986516685655
0.222478720965548,0.189366369772865,0.233716533827227,0.136158604441434,0.103564918413104,0.0884622963913436
0.250679757978046,0.210624566962192,0.250986237286897,0.167902098637874,0.0803699225037626,0.146668257643289
0.230914055157065,0.190798857637036,0.237695833913224,0.124576006246197,0.0861492211234335,0.0905590730193383
0.227778711971139,0.185864903469625,0.246949036852981,0.151686065096753,0.0992553637487027,0.114528759195509
0.236394341177808,0.192987585778578,0.248235341161922,0.119962393019773,0.0782226639918954,0.0910577641432716
0.221479616880175,0.188920332866804,0.231275374316459,0.124484006273183,0.0809181980259377,0.0947639349854976
0.236411118022256,0.196480775138607,0.247610766279135,0.127535887020624,0.086255298188367,0.0941848817939726
0.235284950968964,0.189880538155506,0.246616889645137,0.134960456751361,0.0950318091757002,0.0958367255024244
0.235334431619369,0.201777236282361,0.240124765257382,0.13746676456103,0.0942461339495662,0.0999459444788677
0.221781793711737,0.190113016040149,0.235867686750214,0.154594182437294,0.101933801793864,0.115549181315419
0.214290580068734,0.185704363913948,0.231760989201584,0.141841509164848,0.102346484648637,0.0981138681711312
0.22092975956518,0.193948788257877,0.244174331722704,0.126355300001497,0.0833420903223836,0.0950958472518744
0.228592291303704,0.189064505936768,0.247051757797258,0.137707549503771,0.0777879070866829,0.113694055659741
0.225032097952184,0.199138490376829,0.230771729871467,0.155609983790238,0.0845150770174468,0.13017381776505
0.233815457575293,0.215642127953401,0.234194081518172,0.127316470131966,0.0958850663963035,0.0846932852470758
0.238588946757827,0.189402376953898,0.245463322177189,0.166911994484198,0.115179036052044,0.120695749736043
0.247477653406457,0.201419203150676,0.249137234640746,0.258402931757074,0.143323645293432,0.213832225767564
0.259703875829189,0.205511476743561,0.262736838289128,0.212391540657584,0.078233805609228,0.197340427274297
0.230964074823085,0.196329606570129,0.243860308970116,0.125115269431118,0.0899757543602342,0.0873518115591937
0.223777867285027,0.193828265989106,0.244573351414369,0.116477517301413,0.0831329701554832,0.0819627381508856
0.240835243187487,0.20190485094371,0.249674732258679,0.129469137824887,0.0979111677901995,0.0853577101757
0.234380520834545,0.195883214537507,0.246422717902055,0.122982408599297,0.0881544516488313,0.0863635042700183
0.247856838767572,0.197539156378527,0.261603501028798,0.162103790863707,0.0848856529696056,0.137632028891103
0.208473434901286,0.189607267124796,0.224893553761509,0.105046549369554,0.0776047823239055,0.0716271053472922
0.236680427740611,0.200794991227696,0.247731013779938,0.155115940800435,0.109927508734081,0.109486456179975
0.244128901452872,0.193995666141228,0.242751767895292,0.172080676028558,0.103908884276842,0.136329816844581
0.222933472613997,0.184274178545027,0.239273313263408,0.124169748543011,0.0843368755414946,0.0917623796535876
0.215000717449686,0.18028650270395,0.229471809511607,0.170100648000002,0.126910015847323,0.112514341514943
0.241765426021238,0.203647599689747,0.251849098985821,0.136509025749081,0.0835363581705057,0.107757843085668
0.22718757329192,0.181581733386468,0.251472193407256,0.116201383596907,0.0786687791529981,0.086316462552087
0.235161988672462,0.189256953411562,0.240723820114234,0.130964642967699,0.0883735969246481,0.0967922103335184
0.259765383392335,0.207076820613438,0.257566923846786,0.158357261300691,0.0881353080324138,0.131641143809057
0.207474759954008,0.185945185043739,0.230827137920077,0.104362165751965,0.0810787588507753,0.0668257470675326
0.231761256233367,0.19200859180596,0.243559736173902,0.165383023095253,0.0917730481555567,0.137027445814897
0.243053851191222,0.198685733963467,0.25019517070136,0.20471097535543,0.10536303442545,0.174709255035588
0.223290016279367,0.188204908471696,0.238423309967714,0.113915008095728,0.0715886836899115,0.0892582987017438
0.217680019878922,0.190420085944718,0.241826597219616,0.106247700678717,0.0842749969823823,0.0661280366957199
0.231248707184654,0.206034033222575,0.235993614737178,0.135155445880449,0.0917811405909146,0.0994498273300636
0.223669861518452,0.191254581374509,0.245179354074845,0.125496082367251,0.0819864859775313,0.095698613832723
0.226577040329026,0.182914038763127,0.250063386020497,0.127497727120092,0.076429821722022,0.102014966292996
0.209019495275935,0.179428287545709,0.235631543318868,0.124568208439256,0.0651826336166242,0.106442109849454
0.235044903320634,0.194432836244923,0.241387432263569,0.151302851628687,0.0809537831742735,0.127228094388462
0.229699336847929,0.186619696714577,0.241385445858186,0.156038984507008,0.0848010226504874,0.130508159728713
0.228276000694428,0.186798496154318,0.250163232433007,0.115543796549897,0.0774998033876933,0.0860773616307122
0.229162790537297,0.192110254396881,0.242558257198667,0.122190088384931,0.0897412720942471,0.0836207157694112
0.234664435802262,0.196038693441238,0.250466637117796,0.126958990725542,0.0799644263701046,0.0987049293376254
0.234206666904699,0.204732421029554,0.24693056752398,0.125175354779335,0.0882804282418192,0.0896771421696354
0.230438892059442,0.197008095235742,0.246358979989862,0.124497200381454,0.0834784164137806,0.0926765912438397
0.215458432596494,0.184275422370192,0.244459171299355,0.137975022629124,0.0860828463368246,0.108280597635699
0.219378603906184,0.189992417440146,0.241124383597654,0.126439417314071,0.089842759087978,0.0891119305853435
0.229911764360731,0.190314968263136,0.234864782861001,0.117750622133849,0.0799411900008395,0.0866701451444963
0.244193562910953,0.190051797988183,0.260601427012947,0.16294363350278,0.0942486101984497,0.132079130968898
0.234978772889351,0.190833344681271,0.247920997793483,0.130788470056289,0.0935602650949282,0.091438169876721
0.246721620466828,0.202840998402388,0.252316843146309,0.161512527233822,0.0826600471605563,0.138929383958025
0.233301953454122,0.195514921158791,0.251407518464176,0.132352643520448,0.0896081324469696,0.0976206846651629
0.234820737982811,0.196772385911947,0.235203144176351,0.180809383984218,0.102646359636905,0.14785084002071
0.223725927854141,0.17831118446388,0.247090445257731,0.115675416974899,0.0808127537783952,0.0828507758380898
0.246398755081099,0.190169439299691,0.254039591559908,0.22948495065795,0.0997755197013573,0.20562586323975
0.251506088946931,0.206467184327184,0.256512652510406,0.1593593585584,0.0793784738249786,0.138365148021181
0.201977265789704,0.179230189233024,0.229890648325128,0.103021263523913,0.0809796547450362,0.064704985599725
0.217820773878177,0.174782924497271,0.236330839805667,0.105142324061875,0.0811047894488765,0.0679180202346087
0.216580886069008,0.188497566039508,0.232317552591885,0.143315720703775,0.105264926265389,0.0967046979916847
0.228353557971891,0.198045971815779,0.23422322629821,0.144855682725312,0.0927704714907721,0.111082417932882
0.223420889463066,0.184572962307563,0.242494730047969,0.127834004168695,0.0971019103353707,0.0835842782565156
0.225202094001058,0.187182418348386,0.244824397629109,0.134014210305902,0.0827421250347431,0.105239984736499
0.230755667671604,0.201599029170701,0.244913701795465,0.118151409314094,0.0726140379875721,0.093781264797057
0.234828431976979,0.185177823254566,0.241312195597283,0.122634117619893,0.07334298827219,0.098729348436505
0.216642957878107,0.183705236070932,0.234877918038342,0.113273765796948,0.0884271006029045,0.071297264814956
0.219326903993547,0.186849078700138,0.229612107276599,0.155054340678663,0.111579890248106,0.106839209637286
0.243856726719441,0.199402995791685,0.255562410454312,0.136416910162537,0.093442315452547,0.0996280699672722
0.220519134483511,0.183719607561414,0.251340742189051,0.107059882445683,0.0841504490586524,0.0670097220401618
0.226978056785602,0.189451893250109,0.242444022546954,0.12342840405338,0.0813162120883117,0.0931116004179829
0.22918658580393,0.187312889562763,0.251257604466664,0.125230330839793,0.0741809846903373,0.100940076138426
0.245685748327867,0.205222206575421,0.243338713011341,0.225083391337726,0.100763395760049,0.200676942976102
0.2285403052463,0.188948522188304,0.242617062956689,0.167003750362456,0.11241018363437,0.123050500740321
0.226939752724633,0.189140310205527,0.242685313111376,0.116322000668331,0.0746842733163698,0.089104407334325
0.222275071793856,0.184477651423646,0.243935627090983,0.131696312492761,0.0839781547823845,0.101601160155139
0.238259706012601,0.197732469676538,0.240751252582082,0.143357433529193,0.111748124955835,0.090478002913773
0.237749520273483,0.18917248992596,0.24166290636415,0.130253619074552,0.091303914654475,0.0932546535679769
0.222260691865038,0.197473582611547,0.246484391258509,0.148072868476049,0.102049594357242,0.107235071753615
0.238955846175849,0.193855255111996,0.247055206789774,0.138040925179783,0.0881564823531989,0.106053266281349
0.207588658001871,0.185792589355337,0.223099101798846,0.117159344713607,0.0976595023893814,0.0653257692644922
0.228398046861344,0.191978085763023,0.247061888277128,0.106491510743608,0.0747195801596477,0.0767112365975214
0.231721921343356,0.191015665153936,0.241528343823908,0.12643612255712,0.089909188656741,0.0891310266705116
0.230301000113764,0.189738787526659,0.247900413314501,0.130757820327151,0.0832571655911503,0.100772288425702
0.239459576693843,0.187777577015052,0.254073234949154,0.16773305239658,0.0984002512341467,0.135767960547937
